,Case Number,Date,Year,Country,Area,Location,Sex ,Age,Activity,Time_int,Time_cat,Fatal,Species
5889,1874.01.09,1874-01-09,1874.0,AUSTRALIA,New South Wales,"Darling Harbor, Sydney",M,,swimming,,,N,Uncomfirmed Species
5890,1873.07.28,1873-07-28,1873.0,USA,Maryland,Chester River,M,,fishing,,,N,Uncomfirmed Species
5891,1873.06.09.R,1873-06-09,1873.0,AUSTRALIA,New South Wales,Newcastle ,M,,swimming,,,,Uncomfirmed Species
5892,1873.01.09.R,1873-01-09,1873.0,AUSTRALIA,Queensland,White Cliffs,M,,swimming,,,N,Hammerhead Shark
5893,1873.00.00,,1873.0,CUBA,Havana Province,Havana Harbor,M,27,swimming,,,N,Uncomfirmed Species
5894,1872.11.30.R,1872-11-30,1872.0,INDIAN OCEAN?,,,M,,swimming,,,Y,Uncomfirmed Species
5896,1872.10.22,1872-10-22,1872.0,BAHAMAS,Abaco Islands,,M,,others,,,Y,Uncomfirmed Species
5897,1872.08.07.R,1872-08-07,1872.0,CROATIA,,Fiume,M,,fishing,,,,No shark involved
5898,1872.04.03.R,1872-04-03,1872.0,USA,Hawaii,Kawahae,M,,sailing,,,N,Uncomfirmed Species
5899,1872.02.26,1872-02-26,1872.0,AUSTRALIA,Queensland,Bramble Reef,,,others,,,Y,Uncomfirmed Species
5900,1872.01.28,1872-01-28,1872.0,Fiji,Lomaiviti Provine,"Levuka Point, Ovalau Island",M,,sailing,,night,,Uncomfirmed Species
5901,1872.00.00,,1872.0,SOUTH ATLANTIC OCEAN,Off the coast of South America,,M,,sailing,,night,N,Uncomfirmed Species
5902,1871.12.11.R,1871-12-11,1871.0,AUSTRALIA,New South Wales,Hawkesbury River,M,,others,,,,Uncomfirmed Species
5903,1871.08.29.R,1871-08-29,1871.0,USA,Hawaii,,M,,fishing,,,N,Uncomfirmed Species
5904,1871.08.00,,1871.0,USA,New York,Long Island,M,,swimming,,,N,Uncomfirmed Species
5905,1871.05.22.R,1871-05-22,1871.0,SRI LANKA,Eastern Province,Trincomalee,M,,swimming,,,N,Uncomfirmed Species
5906,1871.05.13.R,1871-05-13,1871.0,GUYANA,,Demerara,M,,others,,,,Uncomfirmed Species
5907,1871.03.24,1871-03-24,1871.0,INDIA,"22ºN, 88ºE",Hoogly River at Multah,M,30,swimming,,,Y,Uncomfirmed Species
5908,1871.00.00.c,,1871.0,AUSTRALIA,New South Wales,Manning River,M,,others,,,Y,Uncomfirmed Species
5909,1871.00.00.b,,1871.0,AUSTRALIA,Queensland,Brisbane River,M,,others,,,N,Uncomfirmed Species
5910,1871.00.00.a,,1871.0,AUSTRALIA,New South Wales,Jervis Bay & Long Reef,M,,fishing,,night,N,Wobbegong Shark
5911,1870.07.27,1870-07-27,1870.0,USA,North Carolina,"Smithville (now Southport), Brunswick County",M,,swimming,,,N,Uncomfirmed Species
5912,1870.06.19,1870-06-19,1870.0,INDIA,"22ºN, 88ºE","Calcutta, Hoogly River at  one of the ghats",M,40,swimming,,,N,Uncomfirmed Species
5913,1870.06.01,1870-06-01,1870.0,INDIA,West Bengal,"Hoogly River, Calcutta",M,40,swimming,,,N,Uncomfirmed Species
5914,1870.05.26.R,1870-05-26,1870.0,AUSTRALIA,Queensland,Moreton Island,M,13,fishing,,,N,Uncomfirmed Species
5915,1870.05.18,1870-05-18,1870.0,INDIA,"22ºN, 88ºE","Hatkolah, Ghat,",M,39,swimming,,,N,Uncomfirmed Species
5916,1870.05.11,1870-05-11,1870.0,INDIA,"22ºN, 88ºE",Near Sobah Bazar,M,40,swimming,,,N,Uncomfirmed Species
5917,1870.01.09,1870-01-09,1870.0,AUSTRALIA,Queensland,Brisbane River,M,17,swimming,,,N,Uncomfirmed Species
5918,1870.00.00,,1870.0,AUSTRALIA,Tasmania,Derwent River,M,,sailing,,,,Uncomfirmed Species
5919,1869.04.15.R,1869-04-15,1869.0,AUSTRALIA,South Australia,Cape Elizabeth,M,,fishing,,,N,Tiger Shark
5921,1868.09.01,1868-09-01,1868.0,ITALY,Adriatic Sea,Trieste,M,,others,,,Y,White Shark
5922,1868.05.13,1868-05-13,1868.0,INDIA,Hoogly River,Ghat,M,35,surfing,10,,Y,Uncomfirmed Species
5923,1868.01.17,1868-01-17,1868.0,VIETNAM,,Cohong,M,,others,,,Y,Uncomfirmed Species
5924,1868.01.04.R,1868-01-04,1868.0,AUSTRALIA,South Australia,Belfast (now Port Fairy),,,fishing,,,N,Uncomfirmed Species
5925,1868.00.00.b,,1868.0,AUSTRALIA,Torres Strait,South Aroo Island,M,,swimming,,,Y,Uncomfirmed Species
5926,1868.00.00.a,,1868.0,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour",M,,swimming,,,N,Uncomfirmed Species
5927,1867.08.22.R,1867-08-22,1867.0,EGYPT,,Port Said,M,,swimming,,,Y,Uncomfirmed Species
5928,1867.08.00,,1867.0,MEXICO,Veracruz ,Vera Cruz Harbor,M,,sailing,,,Y,Uncomfirmed Species
5929,1867.06.26,1867-06-26,1867.0,CUBA,Villa Clara Province,Remedios,M,,sailing,,,Y,Uncomfirmed Species
5931,1867.00.00,,1867.0,CUBA,Matanzas Province (north coast),Matanzas,M,,sailing,,,Y,Uncomfirmed Species
5932,1866.07.09.R,1866-07-09,1866.0,USA,Alabama,Mobile Bay,M,,swimming,,,Y,Uncomfirmed Species
5933,1866.04.24.R,1866-04-24,1866.0,AUSTRALIA,Western Australia,Off De Grey river,M,,surfing,,,,Uncomfirmed Species
5934,1865.09.02,1865-09-02,1865.0,USA,New York,"Greenport Sound, Long Island",M,17,swimming,09,,N,Uncomfirmed Species
5935,1865.07.14.R,1865-07-14,1865.0,USA,Texas,Brazos,M,,swimming,,,Y,Uncomfirmed Species
5936,1865.03.01.R,1865-03-01,1865.0,SOUTH AFRICA,Western Cape Province,St. Helena Bay,M,,fishing,,,Y,Uncomfirmed Species
5937,1865.00.00,,1865.0,AUSTRALIA,South Australia,Semaphore,,,surfing,,,N,Uncomfirmed Species
5938,1864.10.02,1864-10-02,1864.0,USA,North Carolina,"Cedar Island, Carteret County",M,,others,,,Y,Uncomfirmed Species
5939,1864.09.18.R,1864-09-18,1864.0,FRANCE,Alpes Maritime,Antibes,M,,swimming,,,N,Uncomfirmed Species
5940,1864.09.00,,1864.0,SCOTLAND,Edinburgh,Granton,M,,others,,,N,Uncomfirmed Species
5941,1864.08.12,1864-08-12,1864.0,USA,New York,Mahattan,M,13,swimming,,,N,Uncomfirmed Species
5942,1864.08.00,,1864.0,MADAGASCAR,,,M,,surfing,,,Y,Uncomfirmed Species
5943,1864.07.25,1864-07-25,1864.0,SPAIN,Eastern Catalona,Badalona,M,,swimming,,,Y,Uncomfirmed Species
5944,1864.05.00,,1864.0,MAURITIUS,300 miles east of Mauritius,,M,,surfing,,,Y,Uncomfirmed Species
5945,1864.04.09,1864-04-09,1864.0,CHINA,,Macao Harbor,M,,swimming,,,,Uncomfirmed Species
5946,1864.04.00,,1864.0,MAURITIUS,,,M,,surfing,,,Y,Uncomfirmed Species
5947,1864.01.27.R,1864-01-27,1864.0,PANAMA,Colón Province,Aspinwall (Colón),M,,others,,,Y,Uncomfirmed Species
5948,1864.01.16.R,1864-01-16,1864.0,NEW ZEALAND,Foveaux Strait,Stewart Island,M,,sailing,,,Y,Uncomfirmed Species
5949,1864.01.02,1864-01-02,1864.0,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour",M,,swimming,,,N,Uncomfirmed Species
5950,1864.00.00.R,,1864.0,INDONESIA,Sumatra,Off Acheen Head,M,,others,16,,Y,Uncomfirmed Species
5951,1864.00.00,,1864.0,AUSTRALIA,South Australia,"Corio Bay, Port Phillip",M,,swimming,,,,Uncomfirmed Species
5952,1863.12.14,1863-12-14,1863.0,GUINEA,Conakry Region,Ile de Loss,M,18,swimming,,,Y,Uncomfirmed Species
5953,1863.09.13.R,1863-09-13,1863.0,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",M,,swimming,,,N,Uncomfirmed Species
5954,1863.07.09,1863-07-09,1863.0,USA,Hawaii,Palama,M,,fishing,,,N,Uncomfirmed Species
5955,1863.04.00,,1863.0,AUSTRALIA,Queensland,Caloundra Heads,M,,sailing,,,Y,Uncomfirmed Species
5956,1863.03.05,1863-03-05,1863.0,AUSTRALIA,Victoria,Brighton,M,,swimming,20,,N,Uncomfirmed Species
5957,1863.02.05,1863-02-05,1863.0,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",M,26,swimming,,,,Uncomfirmed Species
5958,1863.01.10,1863-01-10,1863.0,AUSTRALIA,New South Wales,"""Bellynahinch"" on the Manning River",M,17,swimming,,,Y,Uncomfirmed Species
5959,1863.00.00.R4,,1863.0,ANDAMAN ISLANDS,,,M,,surfing,10,,Y,Uncomfirmed Species
5960,1863.00.00.R3,,1863.0,CEYLON,,,M,,surfing,,,Y,Uncomfirmed Species
5961,1863.00.00.R2,,1863.0,CEYLON,,,M,,surfing,,,Y,Uncomfirmed Species
5962,1863.00.00.R,,1863.0,GREECE,Corfu,,M,,swimming,,,Y,Uncomfirmed Species
5963,1862.12.22,1862-12-22,1862.0,NEW ZEALAND,North Island,"Soldier's Point, Brick Bay, Auckland",M,28,swimming,06,,N,Uncomfirmed Species
5964,1862.12.19.R,1862-12-19,1862.0,AUSTRALIA,Queensland,Brisbane River,M,,others,,,Y,Uncomfirmed Species
5966,1862.08.15.R,1862-08-15,1862.0,SPAIN,,A Spanish port,F,,swimming,,,N,Uncomfirmed Species
5967,1862.08.02.R,1862-08-02,1862.0,SPAIN,Malaga,Fuengirola,M,,others,,,,Uncomfirmed Species
5968,1862.07.25,1862-07-25,1862.0,SPAIN,Malaga,San Andres Beach,M,18,swimming,,,Y,Uncomfirmed Species
5969,1862.07.14,1862-07-14,1862.0,SPAIN,Cádiz,Off Algeciras,M,18,others,,,Y,Uncomfirmed Species
5970,1862.07.13,1862-07-13,1862.0,SPAIN,Cádiz,Off Algeciras,M,,swimming,18,,Y,Uncomfirmed Species
5971,1862.06.03,1862-06-03,1862.0,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,M,,others,,,N,Uncomfirmed Species
5972,1862.05.05,1862-05-05,1862.0,SOUTH AFRICA,KwaZulu-Natal,Durban,M,,swimming,,,N,Uncomfirmed Species
5973,1862.00.00.b,,1862.0,USA,Hawaii,Puna,F,,others,,,N,Uncomfirmed Species
5974,1862.00.00.a,,1862.0,JAPAN,Bonin Islands,,M,,sailing,,,Y,Uncomfirmed Species
5975,1861.11.10,1861-11-10,1861.0,SINGAPORE,,,M,,swimming,10,,Y,Uncomfirmed Species
5976,1861.09.25.R,1861-09-25,1861.0,CUBA,,60 miles off Trinidad de Cuba,M,,others,,,N,Uncomfirmed Species
5977,1861.03.00,,1861.0,NEW ZEALAND,North Island,"Wynyard Wharf, Auckland Harbor",M,,swimming,,,N,Uncomfirmed Species
5978,1861.02.12.R,1861-02-12,1861.0,EQUATORIAL GUINEA / CAMEROON,Fernando Po Island,,M,,swimming,,,Y,Uncomfirmed Species
5979,1861.01.15.R,1861-01-15,1861.0,AUSTRALIA,Queensland,Cleveland,M,,swimming,,,N,Uncomfirmed Species
5980,1860.12.26,1860-12-26,1860.0,AUSTRALIA,New South Wales,"The Domain, Sydney",M,,swimming,,,N,Uncomfirmed Species
5981,1860.10.00,,1860.0,CANADA,Nova Scotia,Cape Canso,M,,fishing,,night,Y,Uncomfirmed Species
5982,1860.08.01,1860-08-01,1860.0,USA,New York,Brooklyn,M,,swimming,,,N,Uncomfirmed Species
5983,1860.04.00.b,,1860.0,NEW ZEALAND,North Island,"Princes Wharf, Auckland Harbor",M,,swimming,,,N,Uncomfirmed Species
5984,1860.04.00.a,,1860.0,NEW ZEALAND,North Island,"St. George's Bay, Auckland Harbor",M,,swimming,,,Y,Uncomfirmed Species
5985,1860.03.27,1860-03-27,1860.0,COOK ISLANDS,Mangaia Island,,M,,others,,,Y,Uncomfirmed Species
5986,1860.03.11,1860-03-11,1860.0,BAHAMAS,New Providence Island,Nassau,M,,sailing,,,Y,Uncomfirmed Species
5987,1859.03.16,1859-03-16,1859.0,USA,Hawaii,Off Kawaihae,M,21,surfing,,,Y,Uncomfirmed Species
5988,1858.08.23,1858-08-23,1858.0,USA,New York ,"Staten Island, Richmond County",M,,swimming,,,,Uncomfirmed Species
5989,1858.08.17,1858-08-17,1858.0,USA,New York ,"Staten Island, Richmond County",M,,swimming,,,,Uncomfirmed Species
5990,1858.04.04,1858-04-04,1858.0,TOBAGO,,Rocky Bay,M,,swimming,,,N,Uncomfirmed Species
5991,1858.03.14,1858-03-14,1858.0,AUSTRALIA,Victoria,Hobson Bay,M,22,swimming,15,,Y,Uncomfirmed Species
5992,1858.01.14.R,1858-01-14,1858.0,USA,Hawaii,,M,,swimming,,,Y,Uncomfirmed Species
5993,1858.01.09.R,1858-01-09,1858.0,TONGA,Vava'u,,M,,surfing,,,Y,Uncomfirmed Species
5994,1857.05.05,1857-05-05,1857.0,USA,Florida,"Cape Sable, Monroe County",M,,swimming,,,Y,Uncomfirmed Species
5995,1856.11.25.R,1856-11-25,1856.0,FIJI,,,M,,swimming,,,Y,Uncomfirmed Species
5996,1856.11.20.R,1856-11-20,1856.0,,,,M,22,swimming,,,Y,Uncomfirmed Species
5997,1856.06.21.R,1856-06-21,1856.0,ENGLAND,Isle of Wight,Colwell Bay,M,,swimming,,,Y,Uncomfirmed Species
5998,1856.02.06,1856-02-06,1856.0,AUSTRALIA,Victoria,Point Henry,M,17,swimming,,,,Uncomfirmed Species
5999,1855.11.11,1855-11-11,1855.0,AUSTRALIA,Victoria,Melbourne,M,,swimming,,,Y,Uncomfirmed Species
6000,1855.09.30,1855-09-30,1855.0,USA,North Carolina,Cape Hatteras,M,,sailing,,,N,Uncomfirmed Species
6002,1855.04.09.R,1855-04-09,1855.0,AUSTRALIA,South Australia,Port Wakefield,F,2,surfing,,,Y,Uncomfirmed Species
6003,1855.03.28,1855-03-28,1855.0,AUSTRALIA,South Australia,Port Wakefield,M,,surfing,,,Y,Uncomfirmed Species
6004,1855.02.12.R,1855-02-12,1855.0,SOLOMON ISLANDS,Makira-Ulawa Province,Makira Island (Formerly San Cristobal),M,,swimming,,,Y,Uncomfirmed Species
6005,1855.00.00,,1855.0,AUSTRALIA,New South Wales,Sydney Harbor,M,,swimming,,,,No shark involved
6006,1853.11.08,1853-11-08,1853.0,AUSTRALIA,New South Wales,,M,,swimming,,,N,Uncomfirmed Species
6007,1853.09.28,1853-09-28,1853.0,USA,North Carolina,"Morehead, Carteret County",M,,swimming,,,N,White Shark
6008,1853.07.13.R,1853-07-13,1853.0,USA,South Carolina,"Charleston Harbor, Charleston County",M,,swimming,,,Y,Tiger Shark
6009,"1853,94.29",,1853.0,GREECE,Corfu ,,M,,swimming,,,N,Uncomfirmed Species
6010,1853.00.00.d,,1853.0,AUSTRALIA,Queensland,Moreton Bay,M,,swimming,,,Y,Uncomfirmed Species
6011,1853.00.00.c,,1853.0,USA,North Carolina,"Morehead, Carteret County",M,,swimming,,,N,White Shark
6012,1853.00.00.b,,1853.0,USA,South Carolina,Off the Battery,M,,swimming,,,,Uncomfirmed Species
6013,1853.00.00.a,,1853.0,USA,Florida,"Near Fernandina Bar, Nassau County ",M,,surfing,,,Y,Uncomfirmed Species
6014,1852.12.19,1852-12-19,1852.0,AUSTRALIA,New South Wales,"Clark's Island, Sydney Harbor",M,,swimming,,,,Uncomfirmed Species
6015,1852.10.23.R,1852-10-23,1852.0,PACIFIC OCEAN,Between Australia & USA,,M,,fishing,,,N,Uncomfirmed Species
6016,1852.10.09.R,1852-10-09,1852.0,AUSTRALIA,New South Wales,Coalcliff,M,,surfing,,,Y,Uncomfirmed Species
6017,1852.08.07,1852-08-07,1852.0,TONGA,Tongatapu,,M,,surfing,,,Y,Uncomfirmed Species
6018,1852.08.00,,1852.0,USA,Virginia,Norfolk,M,,swimming,,,Y,Uncomfirmed Species
6019,1852.07.28,1852-07-28,1852.0,ATLANTIC OCEAN,,,F,1,others,,,,No shark involved
6020,1852.05.24,1852-05-24,1852.0,SOUTH AFRICA,KwaZulu-Natal,Durban Bay,M,,swimming,,,Y,Uncomfirmed Species
6021,1852.02.26,1852-02-26,1852.0,SOUTH AFRICA,Western Cape Province,Danger Point,M,,sailing,01,,Y,White Shark
6022,1852.01.22,1852-01-22,1852.0,NEW ZEALAND,North Island,Wellington Harbor,M,,swimming,,,Y,Uncomfirmed Species
6023,1852.00.00,,1852.0,USA,South Carolina,"Mount Pleasant, Charleston County",M,,swimming,,,Y,Uncomfirmed Species
6024,1851.06.16.R,1851-06-16,1851.0,MEXICO,Oaxaca,Tehuantepec Harbor,M,,swimming,,,Y,Uncomfirmed Species
6025,1851.03.08.R,1851-03-08,1851.0,USA,Hawaii,Honolulu Harbor,M,,swimming,,,Y,Uncomfirmed Species
6026,1851.00.00,,1851.0,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",M,,swimming,,,N,Uncomfirmed Species
6027,1850.10.21,1850-10-21,1850.0,USA,Hawaii,,M,,swimming,,,Y,Uncomfirmed Species
6028,1850.00.00,,1850.0,NICARAGUA,Lake Nicaragua (fresh water),"Granada, Granada Department",M,,swimming,,,Y,Uncomfirmed Species
6029,1849.12.09,1849-12-09,1849.0,AUSTRALIA,New South Wales,Sydney Harbor,M,,others,,,Y,Uncomfirmed Species
6030,1849.12.01,1849-12-01,1849.0,AUSTRALIA,New South Wales,"Woolloomooloo, Sydney Harbor (Estuary)",M,,swimming,,afternoon,Y,Uncomfirmed Species
6031,1849.10.04,1849-10-04,1849.0,PERU,,Tumbez,M,,swimming,,,Y,Uncomfirmed Species
6032,1849.09.19,1849-09-19,1849.0,AUSTRALIA,Victoria,Warrnambool,M,,swimming,,,Y,Uncomfirmed Species
6033,1849.06.08.b,1849-06-08,1849.0,USA,Florida,"Pensacola, Escambia County",M,,swimming,,,Y,Uncomfirmed Species
6034,1849.06.08.a,1849-06-08,1849.0,USA,Florida,"Pensacola, Escambia County",F,,swimming,,,Y,Uncomfirmed Species
6035,1849.01.27,1849-01-27,1849.0,AUSTRALIA,New South Wales,Sydney,M,,sailing,,,,Uncomfirmed Species
6036,1848.08.31,1848-08-31,1848.0,USA,Maryland,Patapsco River,M,15,swimming,,,N,Uncomfirmed Species
6037,1848.07.17.R,1848-07-17,1848.0,USA,Massachusetts,Cape Cod,M,,others,,,,Uncomfirmed Species
6038,1848.07.00,,1848.0,ENGLAND,Norfolk,Hunstanton,M,,surfing,,,N,Uncomfirmed Species
6039,1847.11.30,1847-11-30,1847.0,AUSTRALIA,Queensland,Brisbane River,M,,swimming,,,N,Uncomfirmed Species
6040,1847.09.10,1847-09-10,1847.0,USA,Massachusetts,"Chelsea Beach, Suffolk County",M,,swimming,,,N,Uncomfirmed Species
6041,1847.07.19,1847-07-19,1847.0,GREECE,Corfu,Off the harbor wall at Mandrakina,M,19,swimming,,,Y,Uncomfirmed Species
6042,1847.07.03.R,1847-07-03,1847.0,USA,Hawaii,,M,,others,,,N,Uncomfirmed Species
6043,1847.03.11,1847-03-11,1847.0,AUSTRALIA,Queensland,Moreton Bay,M,,others,,,N,Uncomfirmed Species
6045,1847.00.00.c,,1847.0,AUSTRALIA,Queensland,Moreton Bay,,,others,,,N,Uncomfirmed Species
6046,1847.00.00.b,,1847.0,USA,South Carolina,"Charleston Harbor, Charleston County",M,,swimming,,,,Uncomfirmed Species
6047,1847.00.00.a,,1847.0,USA,South Carolina,,M,,sailing,,,N,Uncomfirmed Species
6048,1846.12.08,1846-12-08,1846.0,MEXICO,Veracruz,Vera Cruz,M,,others,,,Y,Uncomfirmed Species
6049,1846.09.30.R,1846-09-30,1846.0,AFRICA,,,M,,others,,,Y,Uncomfirmed Species
6050,1846.08.20.R,1846-08-20,1846.0,CUBA,Havana Province,Havana Harbor,M,,swimming,,,N,Uncomfirmed Species
6051,1845.12.26,1845-12-26,1845.0,AUSTRALIA,New South Wales,Newcastle ,M,,fishing,,,Y,Uncomfirmed Species
6052,1845.11.04,1845-11-04,1845.0,MEXICO,Vera Cruz,Vera Cruz,M,,swimming,,,Y,Uncomfirmed Species
6054,1845.09.10.R,1845-09-10,1845.0,USA,Florida,"Pensacola Bay, Escambia County",M,,others,,,Y,Uncomfirmed Species
6055,1845.07.31.R,1845-07-31,1845.0,USA,Florida,"Pensacola Bay, Escambia County",M,,surfing,,,Y,Uncomfirmed Species
6057,1844.07.20.,1844-07-20,1844.0,NAMIBIA,,,M,,sailing,,,Y,Uncomfirmed Species
6058,1844.07.16.R,1844-07-16,1844.0,ALGERIA,,Cape Matifou,M,,swimming,,,Y,Uncomfirmed Species
6059,1844.05.24,1844-05-24,1844.0,Coast of AFRICA,Island of St. Thomas,,M,,surfing,,,Y,Uncomfirmed Species
6060,1844.00.00,,1844.0,MADAGASCAR,,,M,,surfing,,,Y,Uncomfirmed Species
6061,1842.07.13,1842-07-13,1842.0,USA,New Jersey,"Absecon, Atlantic County",M,15,swimming,,,N,Uncomfirmed Species
6062,1842.07.06,1842-07-06,1842.0,USA,New Jersey,"Absecon, Atlantic County",,,swimming,,,N,Uncomfirmed Species
6063,1842.00.00.b,,1842.0,INDIA,Tamil Nadu, Chennai (formerly Madras),M,7,swimming,,,Y,Uncomfirmed Species
6064,1842.00.00.a,,1842.0,AUSTRALIA,New South Wales,Sydney Harbor,M,,others,,,N,Uncomfirmed Species
6065,1841.03.27,1841-03-27,1841.0,AUSTRALIA,New South Wales,"Cockatoo Island, Sydney",M,,swimming,14,,Y,Uncomfirmed Species
6066,1840.12.00,,1840.0,AUSTRALIA,New South Wales,"Off Domain, Sydney Harbor",M,,swimming,,,Y,Uncomfirmed Species
6067,1840.09.18.R,1840-09-18,1840.0,FIJI,Viti Levu Island,Rewa ,M,,others,,,N,Uncomfirmed Species
6068,1840.07.22.R,1840-07-22,1840.0,USA,South Carolina,"Charleston Harbor, Charleston County",M,,swimming,,,Y,Uncomfirmed Species
6069,1840.04.09.R,1840-04-09,1840.0,WEST INDIES,,,M,,swimming,,,Y,Uncomfirmed Species
6070,1840.02.00,,1840.0,AUSTRALIA,Tasmania,George Town Cove,,,sailing,,,N,Uncomfirmed Species
6072,1839.04.14,1839-04-14,1839.0,CUBA,Matanzas Province (north coast),Matanzas,M,,sailing,,,Y,Uncomfirmed Species
6073,1839.00.00.b,,1839.0,AUSTRALIA,South Australia,"Horn Point, Lady's Bay",M,,sailing,,,Y,Uncomfirmed Species
6074,1839.00.00.a,,1839.0,FIJI,Viti Levu Island,Rewa ,M,29,others,,,N,Uncomfirmed Species
6075,1837.09.03,1837-09-03,1837.0,USA,South Carolina,"Magwoods Wharf, Charleston Harbor, Charleston County",M,,swimming,,,N,Uncomfirmed Species
6076,1837.07.00,,1837.0,USA,New York,New York,M,,swimming,,,N,Uncomfirmed Species
6077,1837.01.17,1837-01-17,1837.0,AUSTRALIA,New South Wales,Macleay River,M,12,swimming,,,Y,Uncomfirmed Species
6078,1837.00.00.a,,1837.0,USA,South Carolina,Southern Wharf,M,,others,,,,Uncomfirmed Species
6079,1836.08.19.R,1836-08-19,,ENGLAND,Cumberland,Whitehaven,M,,swimming,,,Y,Uncomfirmed Species
6082,1835.02.21.R,1835-02-21,1835.0,VANUATU,Sanma Province,"Bay of Yago, Espiritu Santo Island",M,,swimming,,,Y,Uncomfirmed Species
6083,1835.01.06,1835-01-06,1835.0,TASMAN SEA,35º39 : 165º8',Alongside the whaler Marianne,M,,others,,,N,Uncomfirmed Species
6084,1834.07.15.R,1834-07-15,1834.0,FRENCH POLYNESIA,Society Islands,Tahiti,F,,swimming,,,Y,Hammerhead Shark
6085,1832.06.04,1832-06-04,1832.0,AUSTRALIA,New South Wales,"South Head, Sydney",F,,fishing,,,N,Uncomfirmed Species
6086,1832.01.23.R,1832-01-23,1832.0,AUSTRALIA,New South Wales,Sydney,M,,swimming,,,N,Uncomfirmed Species
6087,1831.08.24,1831-08-24,1831.0,USA,CUBA,Near Havana,M,,others,,,Y,Uncomfirmed Species
6088,1831.01.22.R,1831-01-22,1831.0,AUSTRALIA,Tasmania,Hobart,M,,sailing,,,,No shark involved
6089,1830.07.26,1830-07-26,1830.0,USA,Massachusetts,"Swampscott, Essex County",M,52,swimming,,,Y,Uncomfirmed Species
6090,1830.07.02.R,1830-07-02,1830.0,INDIA,Tamil Nadu,Madras,M,,swimming,,,Y,Uncomfirmed Species
6091,1830.04.30,1830-04-30,1830.0,INDIA,Tamil Nadu,St. Thomé,M,,swimming,17,,Y,Uncomfirmed Species
6093,1829.07.03.R,1829-07-03,1829.0,SIERRA LEONE,Western Area,,M,,others,,,N,Uncomfirmed Species
6094,1829.06.10,1829-06-10,1829.0,USA,New Jersey,"Sandy Hook Bay, Highlands, Monmouth County",M,,surfing,,morning,Y,Uncomfirmed Species
6095,1829.00.00,,1829.0,CARIBBEAN SEA,,Between St. Bart's and Saba,M,,others,,,Y,Uncomfirmed Species
6096,1828.09.28,1828-09-28,1828.0,SIERRA LEONE,Western Area,"River Sierra Leone, 35 miles  upriver from Freetown",M,17,swimming,,,N,Uncomfirmed Species
6097,1828.00.00,,1828.0,USA,Hawaii,"Uo, Lahaina, Maui",M,,surfing,,,Y,Uncomfirmed Species
6098,1827.06.00.b,,1827.0,SIERRA LEONE,Western Area ,Tombo Island in the Sierra Leone River,M,,swimming,,,N,Uncomfirmed Species
6099,1827.06.00.a,,1827.0,SIERRA LEONE,Western Area ,Tombo Island in the Sierra Leone River,M,,swimming,,,N,Uncomfirmed Species
6100,1827.00.00,,1827.0,EGYPT,,Alexandria,M,,others,,,Y,Uncomfirmed Species
6101,1826.12.00,,1826.0,BRAZIL,Paraiba,Paraiba,M,,others,,,N,Uncomfirmed Species
6102,1826.11.00,,1826.0,GHANA,Cape Coast,,M,,swimming,,,Y,Uncomfirmed Species
6103,1826.08.28,1826-08-28,1826.0,CUBA,,,M,,others,,,Y,Uncomfirmed Species
6104,1826.08.15.R,1826-08-15,1826.0,ENGLAND,Cumberland,Whitehaven,,,swimming,,,,Uncomfirmed Species
6105,1826.05.20.R,1826-05-20,1826.0,JAMAICA,,,M,,surfing,19,,Y,Uncomfirmed Species
6106,1825.00.00.b,,1825.0,AUSTRALIA,Tasmania,"Sweet Water Point, Pitt Water",M,,swimming,,,Y,Uncomfirmed Species
6107,1825.00.00,,1825.0,AUSTRALIA,Western Australia,South Bruny Island,M,,others,,,N,Uncomfirmed Species
6109,1822.04.15,1822-04-15,1822.0,NIGERIA,Rivers State,Bonny River,,,others,,,Y,Uncomfirmed Species
6110,1819.07.08.R,1819-07-08,1819.0,SPAIN,,Cadiz,M,,others,,,,No shark involved
6111,1818.05.22.R,1818-05-22,1818.0,NORWAY,,Herøy,M,,others,,,,Uncomfirmed Species
6112,1817.06.24,1817-06-24,1817.0,USA,South Carolina,"Charleston Harbor, Charleston County",M,,swimming,,,Y,Uncomfirmed Species
6113,1817.06.15,1817-06-15,1817.0,INDIA,Maharashtra,Bombay (now Mumbai),M,,swimming,,,Y,Uncomfirmed Species
6114,1817.05.11,1817-05-11,1817.0,SRI LANKA,Western Province,Colombo,M,22,swimming,,,Y,Uncomfirmed Species
6115,1817.02.22,1817-02-22,1817.0,SRI LANKA,,Gulf of Mannar,M,,swimming,13,,N,Uncomfirmed Species
6116,1816.09.03.R,1816-09-03,1816.0,USA,Rhode Island,Bristol Harbor,M,,swimming,,,Y,Uncomfirmed Species
6117,1815.10.00,,1815.0,TOBAGO,,Scarborough Bay,M,,swimming,,,Y,Uncomfirmed Species
6118,1812.07.00,,1812.0,ENGLAND,Devon,Mill Bay,M,,swimming,,,N,Uncomfirmed Species
